SLNo,OFFICE_NAME,LBCode,DISTRICT_NAME,WARD_NO,WARD_NAME_ENG,WARD_NAME_MAL
10012,Kunnathunad Grama Panchayat,G071006,Ernakulam,11,Parakkode East,പറക്കോട് ഈസ്റ്റ്
10013,Kunnathunad Grama Panchayat,G071006,Ernakulam,12,Kumarapuram,കുമാരപുരം
10014,Kunnathunad Grama Panchayat,G071006,Ernakulam,13,Vembilly,വെമ്പിള്ളി
10015,Kunnathunad Grama Panchayat,G071006,Ernakulam,14,Morakkala East,മോറക്കാല ഈസ്റ്റ്
10016,Kunnathunad Grama Panchayat,G071006,Ernakulam,15,Peringala North,പെരിങ്ങാല നോര്‍ത്ത്
10017,Kunnathunad Grama Panchayat,G071006,Ernakulam,16,Peringala South,പെരിങ്ങാല സൌത്ത്
10018,Kunnathunad Grama Panchayat,G071006,Ernakulam,17,Peringala Central,പെരിങ്ങാല സെന്‍ട്രല്‍
10019,Kunnathunad Grama Panchayat,G071006,Ernakulam,18,Padathikkara,പാടത്തിക്കര
10020,Kunnathunad Grama Panchayat,G071006,Ernakulam,19,Pinarmunda,പിണര്‍മുണ്ട
10021,Kunnathunad Grama Panchayat,G071006,Ernakulam,20,Pallikkara,പള്ളിക്കര
10022,Kunnathunad Grama Panchayat,G071006,Ernakulam,21,West Morakkala,മോറക്കാല വെസ്റ്റ്
10023,Kunnukara Grama Panchayat,G071305,Ernakulam,1,Kuthiyathode North,കുത്തിയതോട് നോര്‍ത്ത്
10024,Kunnukara Grama Panchayat,G071305,Ernakulam,2,Attupuram,ആറ്റുപുറം
10025,Kunnukara Grama Panchayat,G071305,Ernakulam,3,Ayiroor,അയിരൂര്‍
10026,Kunnukara Grama Panchayat,G071305,Ernakulam,4,North Aduvassery,നോര്‍ത്ത് അടുവാശ്ശേരി
10027,Kunnukara Grama Panchayat,G071305,Ernakulam,5,Malayikunnu,മലായിക്കുന്ന്
10028,Kunnukara Grama Panchayat,G071305,Ernakulam,6,Vasudevapuram,വാസുദേവപുരം
10029,Kunnukara Grama Panchayat,G071305,Ernakulam,7,South Aduvassery,സൌത്ത് അടുവാശ്ശേരി
10030,Kunnukara Grama Panchayat,G071305,Ernakulam,8,Kuttipuzha,കുറ്റിപ്പുഴ
10031,Kunnukara Grama Panchayat,G071305,Ernakulam,9,Kunnukara South,കുന്നുകര സൌത്ത്
10032,Kunnukara Grama Panchayat,G071305,Ernakulam,10,Kunnukara East,കുന്നുകര ഈസ്റ്റ്
10033,Kunnukara Grama Panchayat,G071305,Ernakulam,11,Kunnukara West,കുന്നുകര വെസ്റ്റ്
10034,Kunnukara Grama Panchayat,G071305,Ernakulam,12,Vayalkara East,വയല്‍ക്കര ഈസ്റ്റ്
10035,Kunnukara Grama Panchayat,G071305,Ernakulam,13,Vayalkara West,വയല്‍ക്കര വെസ്റ്റ്
10036,Kunnukara Grama Panchayat,G071305,Ernakulam,14,Cheriyathekkanam,ചെറിയതേയ്ക്കാനം
10037,Kunnukara Grama Panchayat,G071305,Ernakulam,15,Chalakka,ചാലാക്ക
10038,Kunnukara Grama Panchayat,G071305,Ernakulam,16,Kuthiyathode South,കുത്തിയതോട് സൌത്ത്
10039,Kuttampuzha Grama Panchayat,G071110,Ernakulam,1,Edamalayar,ഇടമലയാർ
10040,Kuttampuzha Grama Panchayat,G071110,Ernakulam,2,Kallelimed,കല്ലേലിമേട്
10041,Kuttampuzha Grama Panchayat,G071110,Ernakulam,3,Manikandanchal,മണികണ്ഠൻചാൽ
10042,Kuttampuzha Grama Panchayat,G071110,Ernakulam,4,Pooyamkutty,പൂയംകുട്ടി
10043,Kuttampuzha Grama Panchayat,G071110,Ernakulam,5,Kuttiamchal,കുറ്റിയാംചാൽ
10044,Kuttampuzha Grama Panchayat,G071110,Ernakulam,6,Thalippara,താലിപ്പാറ
10045,Kuttampuzha Grama Panchayat,G071110,Ernakulam,7,Mamalakandam,മാമലക്കണ്ടം
10046,Kuttampuzha Grama Panchayat,G071110,Ernakulam,8,Inchathotty,ഇഞ്ചത്തൊട്ടി
10047,Kuttampuzha Grama Panchayat,G071110,Ernakulam,9,Pinavoorkudy,പിണവൂർക്കുടി
10048,Kuttampuzha Grama Panchayat,G071110,Ernakulam,10,Urulanthanny,ഉരുളൻതണ്ണി
10049,Kuttampuzha Grama Panchayat,G071110,Ernakulam,11,Anakkayam,ആനക്കയം
10050,Kuttampuzha Grama Panchayat,G071110,Ernakulam,12,Kuttampuzha,കുട്ടമ്പുഴ
10051,Kuttampuzha Grama Panchayat,G071110,Ernakulam,13,Thattekkad,തട്ടേക്കാട്
10052,Kuttampuzha Grama Panchayat,G071110,Ernakulam,14,Thundathil,തുണ്ടത്തിൽ
10053,Kuttampuzha Grama Panchayat,G071110,Ernakulam,15,Vadattupara,വടാട്ടുപാറ
10054,Kuttampuzha Grama Panchayat,G071110,Ernakulam,16,Poika,പൊയ്ക
10055,Kuttampuzha Grama Panchayat,G071110,Ernakulam,17,Arattuchira,ആറാട്ടുചിറ
10056,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,1,Kuzhuppilly Beach,കുഴുപ്പിള്ളി ബീച്ച്
10057,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,2,Ayyampilly West,അയ്യമ്പിള്ളി പടിഞ്ഞാറ്
10058,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,3,Government Hospital,ഗവണ്‍മെൻറ് ആശുപത്രി
10059,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,4,Manappilly,മനപ്പിള്ളി
10060,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,5,Tharavattom,തറവട്ടം
10061,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,6,Ayyampilly East,അയ്യമ്പിള്ളി കിഴക്ക്
10062,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,7,Thundippuram North,തുണ്ടിപ്പുറം വടക്ക്
10063,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,8,Janahitha,ജനഹിത
10064,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,9,Cheruvype North,ചെറുവൈപ്പ് വടക്ക്
10065,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,10,Cheruvype South,ചെറുവൈപ്പ് തെക്ക്
10066,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,11,Dheerajawan,ധീരജവാൻ
10067,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,12,Pallathamkulangara,പള്ളത്താംകുളങ്ങര
10068,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,13,Thundippuram South,തുണ്ടിപ്പുറം തെക്ക്
10069,Kuzhuppilly Grama Panchayat,G070705,Ernakulam,14,Block Office,ബ്ലോക്ക് ഓഫീസ്
10070,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,1,Naduvattam,നടുവട്ടം
10071,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,2,Kunnilangady,കുന്നിലങ്ങാടി
10072,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,3,Mundangamattam,മുണ്ടങ്ങാമറ്റം
10073,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,4,West Colony,വെസ്റ്റ് കോളനി
10074,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,5,Kadappara,കാടപ്പാറ
10075,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,6,Illithodu,ഇല്ലിത്തോട്
10076,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,7,Mulamkuzhi,മുളംകുഴി
10077,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,8,Puramthodu,പുറംതോട്
10078,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,9,Malayattoor Central,മലയാറ്റൂര്‍ സെന്‍ട്രല്‍
10079,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,10,Malayattoor,മലയാറ്റൂര്‍
10080,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,11,Karthanapuram,കര്‍ത്തനാപുരം
10081,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,12,Thottuva,തോട്ടുവ
10082,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,13,Neeleeswaram East,നീലീശ്വരം ഈസ്റ്റ്
10083,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,14,Kottamam,കൊറ്റമം
10084,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,15,Kalambattupuram,കളമ്പാട്ടുപുരം
10085,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,16,Viswakarmapuram,വിശ്വകര്‍മ്മപുരം
10086,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,17,Madhuvinmel,മധുവിന്മേല്‍
10087,Malayattoor Neeleeswaram Grama Panchayat,G070308,Ernakulam,18,Neeleeswaram West,നീലീശ്വരം വെസ്റ്റ്
10088,Maneed Grama Panchayat,G070906,Ernakulam,1,Ezhakkaranadu North,ഏഴക്കരനാട് നോര്‍ത്ത്
10089,Maneed Grama Panchayat,G070906,Ernakulam,2,Ezhakkaranadu East,ഏഴക്കരനാാട് ഈസ്റ്റ്
10090,Maneed Grama Panchayat,G070906,Ernakulam,3,Vettithara,വെട്ടിത്തറ
10091,Maneed Grama Panchayat,G070906,Ernakulam,4,Oottucompanypady,ഓട്ടുകമ്പനിപ്പടി
10092,Maneed Grama Panchayat,G070906,Ernakulam,5,Neerkuzhi,നീര്‍ക്കുഴി
10093,Maneed Grama Panchayat,G070906,Ernakulam,6,Nechoor,നെച്ചൂര്‍
10094,Maneed Grama Panchayat,G070906,Ernakulam,7,Karoor,കാരൂര്‍
10095,Maneed Grama Panchayat,G070906,Ernakulam,8,Memmugham,മേമ്മുഖം
10096,Maneed Grama Panchayat,G070906,Ernakulam,9,Pampra,പാമ്പ്ര
10097,Maneed Grama Panchayat,G070906,Ernakulam,10,Maneed,മണീട്
10098,Maneed Grama Panchayat,G070906,Ernakulam,11,Maneed North,മണീട് നോര്‍ത്ത്
10099,Maneed Grama Panchayat,G070906,Ernakulam,12,Cheerakkattupara,ചീരക്കാട്ടുപാറ
10100,Maneed Grama Panchayat,G070906,Ernakulam,13,Ezhakkaranadu South,ഏഴക്കരനാട് സൗത്ത്
10101,Maneed Grama Panchayat,G070906,Ernakulam,14,Srappilly,സ്രാപ്പിള്ളി
10102,Manjalloor Grama Panchayat,G071407,Ernakulam,1,Vazhakulam North,വാഴക്കുളം നോർത്ത്
10103,Manjalloor Grama Panchayat,G071407,Ernakulam,2,Neerampuzha,നീറംപുഴ
10104,Manjalloor Grama Panchayat,G071407,Ernakulam,3,Manjalloor,മഞ്ഞള്ളൂർ
10105,Manjalloor Grama Panchayat,G071407,Ernakulam,4,Vadacode,വടകോട്
10106,Manjalloor Grama Panchayat,G071407,Ernakulam,5,Vengachuvad,വേങ്ങച്ചുവട്
10107,Manjalloor Grama Panchayat,G071407,Ernakulam,6,Maniyanthadam,മണിയന്തടം
10108,Manjalloor Grama Panchayat,G071407,Ernakulam,7,Mattupara,മാട്ടുപാറ
10109,Manjalloor Grama Panchayat,G071407,Ernakulam,8,Madakkathanam,മടക്കത്താനം
10110,Manjalloor Grama Panchayat,G071407,Ernakulam,9,Kappu North,കാപ്പ് നോർത്ത്
10111,Manjalloor Grama Panchayat,G071407,Ernakulam,10,Kappu East,കാപ്പ് ഈസ്റ്റ്
10112,Manjalloor Grama Panchayat,G071407,Ernakulam,11,Kappu West,കാപ്പ് വെസ്റ്റ്
10113,Manjalloor Grama Panchayat,G071407,Ernakulam,12,Kadalikkad,കദളിക്കാട്
10114,Manjalloor Grama Panchayat,G071407,Ernakulam,13,Piralimattom,പിരളിമറ്റം
10115,Manjalloor Grama Panchayat,G071407,Ernakulam,14,Vazhakulam South,വാഴക്കുളം സൌത്ത്
10116,Manjapra Grama Panchayat,G070303,Ernakulam,1,Elavanthi,ഇലവന്തി
10117,Manjapra Grama Panchayat,G070303,Ernakulam,2,Marygiry,മേരിഗിരി
10118,Manjapra Grama Panchayat,G070303,Ernakulam,3,Vadakkumbhagam,വടക്കുംഭാഗം
10119,Manjapra Grama Panchayat,G070303,Ernakulam,4,Puthumana,പുതുമന
10120,Manjapra Grama Panchayat,G070303,Ernakulam,5,Naduvattam,നടുവട്ടം
10121,Manjapra Grama Panchayat,G070303,Ernakulam,6,Kuzhiyampadam,കുഴിയംപാടം
10122,Manjapra Grama Panchayat,G070303,Ernakulam,7,Mularipadam,മുളരിപ്പാടം
10123,Manjapra Grama Panchayat,G070303,Ernakulam,8,Stadium,സ്റ്റേഡിയം
10124,Manjapra Grama Panchayat,G070303,Ernakulam,9,Karingalikadu,കരിങ്ങാലിക്കാട്
10125,Manjapra Grama Panchayat,G070303,Ernakulam,10,Chandrapura,ചന്ദ്രപ്പുര
10126,Manjapra Grama Panchayat,G070303,Ernakulam,11,Pallipadam,പള്ളിപ്പാടം
10127,Manjapra Grama Panchayat,G070303,Ernakulam,12,Nadamuri,നടമുറി
10128,Manjapra Grama Panchayat,G070303,Ernakulam,13,Thavalappara East,തവളപ്പാറ ഈസ്റ്റ്
10129,Manjapra Grama Panchayat,G070303,Ernakulam,14,Thavalappara West,തവളപ്പാറ വെസ്റ്റ്
10130,Maradu Municipality,M071100,Ernakulam,1,Nettoor North,നെട്ടൂർ നോർത്ത്
10131,Maradu Municipality,M071100,Ernakulam,2,Kundanoor North,കുണ്ടന്നൂർ നോർത്ത്
10132,Maradu Municipality,M071100,Ernakulam,3,Kannadikkadu East,കണ്ണാടിക്കാട് ഈസ്റ്റ്
10133,Maradu Municipality,M071100,Ernakulam,4,Kunnalakadu,കുന്നലക്കാട്
10134,Maradu Municipality,M071100,Ernakulam,5,Thottathiparambu,തോട്ടത്തിപറമ്പ്
10135,Maradu Municipality,M071100,Ernakulam,6,Thuruthy,തുരുത്തി
10136,Maradu Municipality,M071100,Ernakulam,7,Kattithara,കാട്ടിത്തറ
10137,Maradu Municipality,M071100,Ernakulam,8,Sankar Nagar,ശങ്കർനഗർ
10138,Maradu Municipality,M071100,Ernakulam,9,Martinpuram,മാർട്ടിൻപുരം
10139,Maradu Municipality,M071100,Ernakulam,10,Sasthrynagar,ശാസ്ത്രി നഗർ
10140,Maradu Municipality,M071100,Ernakulam,11,Priyadarshini,പ്രിയദർശിനി
10141,Maradu Municipality,M071100,Ernakulam,12,Sn Park,എസ്.എന്‍ പാർക്ക്
10142,Maradu Municipality,M071100,Ernakulam,13,BTC,ബി.ടി.സി
10143,Maradu Municipality,M071100,Ernakulam,14,Pandavathu,പാണ്ഡവത്ത്
10144,Maradu Municipality,M071100,Ernakulam,15,Neravathu,നെരവത്ത്
10145,Maradu Municipality,M071100,Ernakulam,16,Kundanoor Central,കുണ്ടന്നൂർ സെൻട്രൽ
10146,Maradu Municipality,M071100,Ernakulam,17,Kundanoor,കുണ്ടന്നൂർ
10147,Maradu Municipality,M071100,Ernakulam,18,Moothedam,മൂത്തേടം
10148,Maradu Municipality,M071100,Ernakulam,19,Aasupathri Ward,ആശുപത്രി വാർഡ്
10149,Maradu Municipality,M071100,Ernakulam,20,Ambedkar Nagar,അംബേദ്‌കർ നഗർ
10150,Maradu Municipality,M071100,Ernakulam,21,Injakkal,ഇഞ്ചയ്ക്കൽ
10151,Maradu Municipality,M071100,Ernakulam,22,Mannaparambu,മണ്ണാപറമ്പ്
10152,Maradu Municipality,M071100,Ernakulam,23,Valanthakadu,വളന്തക്കാട്
10153,Maradu Municipality,M071100,Ernakulam,24,Santhivanom,ശാന്തിവനം
10154,Maradu Municipality,M071100,Ernakulam,25,Paruthichuvadu,പരുത്തിച്ചുവട്
10155,Maradu Municipality,M071100,Ernakulam,26,Thandassery,തണ്ടാശ്ശേരി
10156,Maradu Municipality,M071100,Ernakulam,27,Peringattu Parambu,പെരിങ്ങാട്ട് പറമ്പ്
10157,Maradu Municipality,M071100,Ernakulam,28,Purakeli,പുറക്കേലി
10158,Maradu Municipality,M071100,Ernakulam,29,Svups,എസ്.വി.യു.പി സ്കൂള്‍
10159,Maradu Municipality,M071100,Ernakulam,30,Thirunettoor,തിരുനെട്ടൂര്‍
10160,Maradu Municipality,M071100,Ernakulam,31,Ambalakadavu,അമ്പലക്കടവ്
10161,Maradu Municipality,M071100,Ernakulam,32,Araykal,അറയ്ക്കല്‍
10162,Maradu Municipality,M071100,Ernakulam,33,Vadakepattupurakkal,വടക്കേപാട്ടുപുരയ്ക്കല്‍
10163,Maradu Municipality,M071100,Ernakulam,34,Thattekadu,തട്ടേക്കാട്
10164,Maradu Municipality,M071100,Ernakulam,35,Puthiyamadom,പുതിയാമഠം
10165,Marady Grama Panchayat,G071408,Ernakulam,1,Kayanad,കായനാട്
10166,Marady Grama Panchayat,G071408,Ernakulam,2,Melakkunnu,മേളക്കുന്ന്
10167,Marady Grama Panchayat,G071408,Ernakulam,3,Marady Central,മാറാടി സെൻട്രൽ
10168,Marady Grama Panchayat,G071408,Ernakulam,4,Thaikkavu,തൈക്കാവ്
10169,Marady Grama Panchayat,G071408,Ernakulam,5,Manjirippady,മഞ്ചിരിപ്പടി
10170,Marady Grama Panchayat,G071408,Ernakulam,6,North Marady,നോർത്ത് മാറാടി
10171,Marady Grama Panchayat,G071408,Ernakulam,7,Thevarkad,തേവർകാട്
10172,Marady Grama Panchayat,G071408,Ernakulam,8,Illathumala,ഇല്ലത്തുമല
10173,Marady Grama Panchayat,G071408,Ernakulam,9,Mangambra,മംഗബ്ര
10174,Marady Grama Panchayat,G071408,Ernakulam,10,Changalimattom,ചങ്ങാലിമറ്റം
10175,Marady Grama Panchayat,G071408,Ernakulam,11,East Marady,ഈസ്റ്റ് മാറാടി
10176,Marady Grama Panchayat,G071408,Ernakulam,12,Maniyankallu,മണിയംങ്കല്ല്
10177,Marady Grama Panchayat,G071408,Ernakulam,13,Parathattal,പാറത്തട്ടാൽ
10178,Marady Grama Panchayat,G071408,Ernakulam,14,Kandamchira,കണ്ടംചിറ
10179,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,1,Valayanchirangara,വളയൻചിറങ്ങര
10180,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,2,Kuzhoor,കുഴൂർ
10181,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,3,Mannoor,മണ്ണൂർ
10182,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,4,Thrikkalathoor,തൃക്കളത്തൂർ
10183,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,5,Veettoor,വീട്ടൂർ
10184,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,6,Nellad,നെല്ലാട്
10185,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,7,Cherunellad,ചെറുനെല്ലാട്
10186,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,8,Kunnakkurudy,കുന്നക്കുരുടി
10187,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,9,Airapuram,ഐരാപുരം
10188,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,10,Edathakkara,എടത്താക്കര
10189,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,11,Kamartha,കമൃത
10190,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,12,Kilikulam,കിളികുളം
10191,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,13,Kuttippilly,കുറ്റിപ്പിള്ളി
10192,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,14,Mangalathunada,മംഗലത്തുനട
10193,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,15,Mazhuvannoor,മഴുവന്നൂർ
10194,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,16,Kadackanad,കടയ്ക്കനാട്
10195,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,17,Ezhipram,എഴിപ്രം
10196,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,18,Thattamukal,തട്ടാമുഗൾ
10197,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,19,Blandevar,ബ്ലാന്തേവർ
10198,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,20,Valamboor,വലമ്പൂർ
10199,Mazhuvannoor Grama Panchayat,G071004,Ernakulam,21,Cheenikuzhy,ചീനിക്കുഴി
10200,Mookkannur Grama Panchayat,G070301,Ernakulam,1,Poothamkutty,പൂതംകുറ്റി
10201,Mookkannur Grama Panchayat,G070301,Ernakulam,2,Edalakkad,എടലക്കാട്
10202,Mookkannur Grama Panchayat,G070301,Ernakulam,3,Thabore,താബോര്‍
10203,Mookkannur Grama Panchayat,G070301,Ernakulam,4,Kokkunnu,കോക്കുന്ന്
10204,Mookkannur Grama Panchayat,G070301,Ernakulam,5,Kanan Desam,കാനാന്‍ദേശം
10205,Mookkannur Grama Panchayat,G070301,Ernakulam,6,Baselious Nager,ബസേലിയോസ് നഗ‍ര്‍
10206,Mookkannur Grama Panchayat,G070301,Ernakulam,7,Kalarkuzhy,കാളാര്‍കുഴി
10207,Mookkannur Grama Panchayat,G070301,Ernakulam,8,Mookkannoor West,മൂക്കന്നൂര്‍ വെസ്റ്റ്
10208,Mookkannur Grama Panchayat,G070301,Ernakulam,9,Erappu,എരപ്പ്
10209,Mookkannur Grama Panchayat,G070301,Ernakulam,10,Azhakam,ആഴകം
10210,Mookkannur Grama Panchayat,G070301,Ernakulam,11,Mookkannoor Town,മൂക്കന്നൂര്‍ ടൗണ്‍
10211,Mookkannur Grama Panchayat,G070301,Ernakulam,12,Hormis Nager,ഹോര്‍മീസ് നഗ‍ര്‍
10212,Mookkannur Grama Panchayat,G070301,Ernakulam,13,Vattekkad,വട്ടേക്കാട്
10213,Mookkannur Grama Panchayat,G070301,Ernakulam,14,Attara,അട്ടാറ
10214,Mookkannur Grama Panchayat,G070301,Ernakulam,15,Parambayam,പറമ്പയം
10215,Mudakuzha Grama Panchayat,G070402,Ernakulam,1,Elambakappilly North,ഇളമ്പകപ്പിള്ളി വടക്ക്
10216,Mudakuzha Grama Panchayat,G070402,Ernakulam,2,Akanad North,അകനാട് വടക്ക്
10217,Mudakuzha Grama Panchayat,G070402,Ernakulam,3,Akanad South,അകനാട് തെക്ക്
10218,Mudakuzha Grama Panchayat,G070402,Ernakulam,4,Chundakuzhy,ചുണ്ടക്കുഴി
10219,Mudakuzha Grama Panchayat,G070402,Ernakulam,5,Meembara,മീമ്പാറ
10220,Mudakuzha Grama Panchayat,G070402,Ernakulam,6,Pandikkad,പാണ്ടിക്കാട്
10221,Mudakuzha Grama Panchayat,G070402,Ernakulam,7,Pralayakkad,പ്രളയക്കാട്
10222,Mudakuzha Grama Panchayat,G070402,Ernakulam,8,Thuruthy North,തുരുത്തി വടക്ക്
10223,Mudakuzha Grama Panchayat,G070402,Ernakulam,9,Thuruthy South,തുരുത്തി തെക്ക്
10224,Mudakuzha Grama Panchayat,G070402,Ernakulam,10,Pettamala,പെട്ടമല
10225,Mudakuzha Grama Panchayat,G070402,Ernakulam,11,Anakallu,ആനകല്ല്
10226,Mudakuzha Grama Panchayat,G070402,Ernakulam,12,Thrikkeppara,തൃക്കേപ്പാറ
10227,Mudakuzha Grama Panchayat,G070402,Ernakulam,13,Mudakuzha Post Office Ward,മുടക്കുഴ പോസ്റ്റ്ഓഫീസ് വാര്‍ഡ്
10228,Mudakuzha Grama Panchayat,G070402,Ernakulam,14,Elambakappilly South,ഇളമ്പകപ്പിള്ളി തെക്ക്
10229,Mulamthuruthy Block Panchayat,B070900,Ernakulam,1,Chottanikkara,ചോറ്റാനിക്കര
10230,Mulamthuruthy Block Panchayat,B070900,Ernakulam,2,Eruvely,എരുവേലി
10231,Mulamthuruthy Block Panchayat,B070900,Ernakulam,3,Mulanthuruthy,മുളന്തുരുത്തി
10232,Mulamthuruthy Block Panchayat,B070900,Ernakulam,4,Arakkunnam,ആരക്കുന്നം
10233,Mulamthuruthy Block Panchayat,B070900,Ernakulam,5,Maneed,മണീട്
10234,Mulamthuruthy Block Panchayat,B070900,Ernakulam,6,Thirumarayoor,തിരുമറയൂർ
10235,Mulamthuruthy Block Panchayat,B070900,Ernakulam,7,Edakkattuvayal,എടയ്ക്കാട്ടുവയൽ
10236,Mulamthuruthy Block Panchayat,B070900,Ernakulam,8,Amballoor,ആമ്പല്ലൂർ
10237,Mulamthuruthy Block Panchayat,B070900,Ernakulam,9,Kanjiramattam,കാഞ്ഞിരമറ്റം
10238,Mulamthuruthy Block Panchayat,B070900,Ernakulam,10,Perumpilly,പെരുമ്പിള്ളി
10239,Mulamthuruthy Block Panchayat,B070900,Ernakulam,11,Poothotta,പൂത്തോട്ട
10240,Mulamthuruthy Block Panchayat,B070900,Ernakulam,12,Ameda,ആമേട
10241,Mulamthuruthy Block Panchayat,B070900,Ernakulam,13,Therekkal,തേരേക്കൽ
10242,Mulamthuruthy Block Panchayat,B070900,Ernakulam,14,Udayamperoor,ഉദയംപേരൂർ
10243,Mulavukad Grama Panchayat,G070603,Ernakulam,1,Panambukad North,പനമ്പുകാട് നോർത്ത്
10244,Mulavukad Grama Panchayat,G070603,Ernakulam,2,Mulavukad North,മുളവുകാട് നോർത്ത്
10245,Mulavukad Grama Panchayat,G070603,Ernakulam,3,Tower Line,ടവർലൈൻ
10246,Mulavukad Grama Panchayat,G070603,Ernakulam,4,Keraleswarapuram,കേരളേശ്വരപുരം
10247,Mulavukad Grama Panchayat,G070603,Ernakulam,5,Vattekkatt,വട്ടേക്കാട്ട്
10248,Mulavukad Grama Panchayat,G070603,Ernakulam,6,St. Mary'S,സെൻറ് മേരീസ്
10249,Mulavukad Grama Panchayat,G070603,Ernakulam,7,Hospital,ഹോസ്പിറ്റൽ
10250,Mulavukad Grama Panchayat,G070603,Ernakulam,8,Thandassery,തണ്ടാശ്ശേരി
10251,Mulavukad Grama Panchayat,G070603,Ernakulam,9,Water Tank,വാട്ടർടാങ്ക്
10252,Mulavukad Grama Panchayat,G070603,Ernakulam,10,Ponnarimangalam,പൊന്നാരിമംഗലം
10253,Mulavukad Grama Panchayat,G070603,Ernakulam,11,Ponjikkara,പോഞ്ഞിക്കര
10254,Mulavukad Grama Panchayat,G070603,Ernakulam,12,Bolghatty,ബോൾഗാട്ടി
10255,Mulavukad Grama Panchayat,G070603,Ernakulam,13,Vallarpadam,വല്ലാർപാടം
10256,Mulavukad Grama Panchayat,G070603,Ernakulam,14,T. V. Centre,ടി. വി. സെൻറർ
10257,Mulavukad Grama Panchayat,G070603,Ernakulam,15,Adikkandam,അടിക്കണ്ടം
10258,Mulavukad Grama Panchayat,G070603,Ernakulam,16,Ambedkar Gramam,അംബേദ്‌കർ ഗ്രാമം
10259,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,1,Vezhaparambu,വേഴപറമ്പ്
10260,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,2,Inchimala,ഇഞ്ചിമല
10261,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,3,Karikode,കാരിക്കോട്
10262,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,4,Thuppampady,തുപ്പംപടി
10263,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,5,Mulanthuruthy East,മുളന്തുരുത്തി ഈസ്റ്റ്
10264,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,6,Pollemugal,പൊല്ലേമുകള്‍
10265,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,7,Vettickal,വെട്ടിക്കല്‍
10266,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,8,Pulikkamaly,പുളിയ്ക്കമാലി
10267,Mulumthuruthy Grama Panchayat,G070902,Ernakulam,9,Arakkunnam,ആരക്കുന്നം
